0 ['37', '147', '18', '197', '192', '54', '229', '136', '73', '33', '145', '8', '169', '186', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '208', '200', '28', '75', '95', '237', '0', '81', '118', '35', '138', '219']
1 ['37', '147', '18', '197', '192', '54', '229', '136', '73', '33', '145', '8', '169', '186', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '208', '200', '28', '75', '95', '237', '0', '81', '118', '35', '138', '219']
2 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '186', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '208', '200', '75', '95', '237', '0', '81', '118', '35', '138', '219', '136', '28', '99']
3 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '186', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '208', '200', '75', '95', '237', '0', '81', '118', '35', '219', '136', '28', '99', '155']
4 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '186', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '208', '200', '75', '95', '237', '0', '81', '118', '35', '136', '28', '99', '155', '193']
5 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '186', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '208', '200', '75', '95', '237', '0', '81', '118', '35', '136', '28', '99', '155', '193']
6 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '200', '75', '95', '237', '0', '81', '118', '35', '136', '28', '99', '155', '193', '208', '199']
7 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '200', '75', '95', '0', '81', '118', '35', '136', '28', '99', '155', '193', '208', '199', '148']
8 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '61', '243', '149', '212', '244', '217', '233', '63', '200', '75', '95', '0', '81', '118', '35', '28', '99', '155', '193', '208', '199', '148', '20']
9 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '243', '149', '212', '244', '217', '233', '63', '200', '75', '95', '0', '81', '118', '35', '28', '99', '155', '193', '208', '199', '148', '20', '5']
10 ['37', '147', '18', '197', '192', '54', '73', '33', '145', '8', '169', '238', '128', '65', '222', '205', '220', '236', '92', '23', '72', '171', '27', '164', '150', '84', '64', '243', '149', '212', '217', '233', '63', '200', '75', '95', '0', '81', '118', '35', '28', '99', '155', '193', '208', '199', '148', '20', '5', '94']
