0 ['120', '60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '136', '0', '16', '237', '21', '165', '74', '63', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '36', '171', '142', '33', '4', '247']
1 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '136', '0', '16', '237', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '36', '171', '142', '33', '4', '247', '247', '92']
2 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '136', '0', '16', '237', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '36', '171', '142', '33', '4', '247', '247', '92']
3 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '136', '0', '16', '237', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '36', '171', '142', '33', '4', '247', '92', '216']
4 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '237', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '36', '171', '142', '33', '4', '247', '92', '216', '34']
5 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '36', '171', '142', '33', '4', '247', '92', '216', '34', '135']
6 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '171', '142', '33', '4', '247', '92', '216', '34', '135', '32']
7 ['60', '238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '171', '142', '33', '4', '247', '92', '216', '34', '135', '32']
8 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '216', '34', '135', '32', '171', '81']
9 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '43', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '216', '34', '135', '32', '171', '81']
10 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '216', '34', '135', '32', '171', '81', '39']
11 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '216', '34', '135', '32', '171', '81', '39']
12 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '216', '34', '135', '32', '171', '81', '39']
13 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '21', '165', '74', '19', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '34', '135', '32', '171', '81', '39', '102']
14 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '34', '135', '32', '171', '81', '39', '102', '105']
15 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '241', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '34', '135', '32', '81', '39', '102', '105', '87']
16 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '34', '135', '32', '81', '39', '102', '105', '87', '69']
17 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '34', '135', '32', '81', '39', '102', '105', '87', '69']
18 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '33', '4', '247', '92', '34', '135', '32', '81', '39', '102', '105', '87', '69']
19 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '4', '247', '92', '34', '135', '32', '81', '39', '102', '87', '69', '33', '218']
20 ['238', '230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '4', '247', '92', '34', '135', '32', '81', '39', '102', '87', '69', '33', '218']
21 ['230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '4', '247', '92', '34', '135', '32', '81', '39', '102', '87', '69', '33', '218', '50']
22 ['230', '126', '156', '160', '132', '89', '100', '3', '0', '16', '165', '74', '19', '62', '31', '186', '91', '13', '64', '45', '5', '213', '150', '193', '145', '158', '154', '246', '187', '148', '235', '46', '249', '41', '35', '142', '4', '247', '92', '34', '135', '32', '81', '39', '102', '87', '69', '33', '218', '50']
