0 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '549', '636', '54', '906', '584', '605', '82', '690', '723', '821', '771', '156', '701', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '858', '854', '460', '476', '698', '369']
1 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '605', '82', '690', '723', '821', '771', '156', '701', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '858', '854', '460', '476', '698', '369', '312']
2 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '605', '690', '723', '821', '771', '156', '701', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '858', '854', '460', '476', '698', '369', '312', '186']
3 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '605', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '858', '854', '460', '476', '698', '369', '312', '186', '666']
4 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '605', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1']
5 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378']
6 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624']
7 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573']
8 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573']
9 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393']
10 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
