0 ['183', '243', '400', '65', '188', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '192', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '403', '15', '291', '209', '19', '395', '314', '205', '379']
1 ['183', '243', '400', '65', '188', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '192', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '403', '15', '291', '209', '19', '395', '314', '205', '379']
2 ['183', '243', '400', '65', '188', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '192', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117']
3 ['183', '243', '400', '65', '188', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '192', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117']
4 ['183', '400', '65', '188', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244']
5 ['183', '400', '65', '188', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244']
6 ['183', '65', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244', '63', '306']
7 ['183', '65', '189', '150', '497', '194', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244', '63', '306']
8 ['183', '65', '189', '497', '173', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244', '63', '306', '173', '148']
9 ['183', '65', '189', '497', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244', '63', '306', '173', '148', '38']
10 ['183', '65', '189', '497', '405', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '244', '63', '306', '173', '148', '38']
11 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
12 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
13 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
14 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
15 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
16 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
17 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
18 ['183', '65', '189', '497', '443', '107', '274', '270', '308', '376', '133', '247', '318', '404', '176', '511', '371', '315', '356', '381', '64', '28', '44', '370', '303', '383', '121', '358', '61', '391', '476', '346', '113', '84', '512', '15', '291', '209', '19', '395', '314', '205', '379', '117', '384', '63', '306', '173', '148', '38', '353', '105']
