0 ['100', '85', '66']
1 ['100', '85', '66']
2 ['100', '85', '66']
3 ['100', '85', '66']
4 ['100', '85', '66']
5 ['100', '85', '66']
6 ['100', '85', '66']
7 ['100', '85', '66']
8 ['98', '110', '0']
9 ['110', '0', '43']
10 ['110', '0', '43']
11 ['110', '0', '43']
12 ['110', '0', '43']
13 ['110', '0', '43']
14 ['110', '0', '43']
15 ['110', '0', '43']
16 ['110', '0', '43']
17 ['110', '0', '43']
18 ['110', '0', '43']
19 ['110', '0', '43']
30 ['0', '68', '56']
31 ['0', '68', '56']
32 ['0', '68', '56']
33 ['0', '68', '56']
34 ['0', '68', '56']
35 ['0', '68', '56']
36 ['0', '68', '56']
37 ['0', '68', '56']
38 ['0', '68', '56']
39 ['0', '68', '56']
50 ['0', '36', '67']
51 ['0', '36', '67']
52 ['0', '36', '67']
53 ['0', '36', '67']
54 ['0', '36', '67']
55 ['0', '36', '67']
56 ['0', '36', '67']
57 ['0', '36', '67']
58 ['0', '36', '67']
59 ['0', '36', '67']
70 ['0', '41', '59']
71 ['0', '41', '59']
72 ['0', '41', '59']
73 ['0', '41', '59']
74 ['0', '41', '59']
75 ['0', '41', '59']
76 ['0', '41', '59']
77 ['0', '41', '59']
78 ['0', '41', '59']
79 ['0', '41', '59']
90 ['0', '73', '94']
91 ['0', '73', '94']
92 ['0', '73', '94']
93 ['0', '73', '94']
94 ['0', '73', '94']
95 ['0', '73', '94']
96 ['0', '73', '94']
97 ['0', '73', '94']
98 ['0', '73', '94']
99 ['0', '73', '94']
110 ['0', '49', '27']
111 ['0', '49', '27']
112 ['0', '49', '27']
113 ['0', '49', '27']
114 ['0', '49', '27']
115 ['0', '49', '27']
116 ['0', '49', '27']
117 ['0', '49', '27']
118 ['0', '49', '27']
119 ['0', '49', '27']
130 ['0', '12', '64']
131 ['0', '12', '64']
132 ['0', '12', '64']
133 ['0', '12', '64']
134 ['0', '12', '64']
135 ['0', '12', '64']
136 ['0', '12', '64']
137 ['0', '12', '64']
138 ['0', '12', '64']
139 ['0', '12', '64']
150 ['0', '64', '106']
151 ['0', '64', '106']
152 ['0', '64', '106']
153 ['0', '64', '106']
154 ['0', '64', '106']
155 ['0', '64', '106']
156 ['0', '64', '106']
157 ['0', '64', '106']
158 ['0', '64', '106']
159 ['0', '64', '106']
170 ['0', '106', '9']
171 ['0', '106', '9']
172 ['0', '106', '9']
173 ['0', '106', '9']
174 ['0', '106', '9']
175 ['0', '106', '9']
176 ['0', '106', '9']
177 ['0', '106', '9']
178 ['0', '106', '9']
179 ['0', '106', '9']
190 ['0', '9', '1']
191 ['0', '9', '1']
192 ['0', '9', '1']
193 ['0', '9', '1']
194 ['0', '9', '1']
195 ['0', '9', '1']
196 ['0', '9', '1']
197 ['0', '9', '1']
198 ['0', '9', '1']
199 ['0', '9', '1']
210 ['0', '9', '46']
211 ['0', '9', '46']
212 ['0', '9', '46']
213 ['0', '9', '46']
214 ['0', '9', '46']
215 ['0', '9', '46']
216 ['0', '9', '46']
217 ['0', '9', '46']
218 ['0', '9', '46']
219 ['0', '9', '46']
230 ['0', '9', '110']
231 ['0', '9', '110']
232 ['0', '9', '110']
233 ['0', '9', '110']
234 ['0', '9', '110']
235 ['0', '9', '110']
236 ['0', '9', '110']
237 ['0', '9', '110']
238 ['0', '9', '110']
239 ['0', '9', '110']
250 ['0', '9', '103']
251 ['0', '9', '103']
252 ['0', '9', '103']
253 ['0', '9', '103']
254 ['0', '9', '103']
255 ['0', '9', '103']
256 ['0', '9', '103']
257 ['0', '9', '103']
258 ['0', '9', '103']
