0 ['9', '78', '89']
1 ['9', '78', '89']
2 ['9', '78', '89']
3 ['9', '78', '89']
4 ['9', '78', '89']
5 ['9', '78', '89']
6 ['9', '78', '89']
7 ['9', '78', '89']
8 ['9', '78', '89']
9 ['9', '78', '89']
10 ['9', '78', '89']
21 ['9', '89', '27']
22 ['9', '89', '34']
23 ['9', '34', '69']
24 ['9', '34', '69']
25 ['9', '34', '1']
26 ['9', '34', '1']
27 ['9', '34', '1']
28 ['9', '34', '1']
29 ['9', '34', '1']
30 ['9', '34', '1']
31 ['9', '34', '1']
32 ['9', '34', '1']
33 ['9', '34', '1']
34 ['9', '34', '1']
35 ['9', '34', '1']
46 ['9', '1', '26']
47 ['9', '1', '26']
48 ['9', '1', '89']
49 ['9', '1', '89']
50 ['9', '1', '89']
51 ['9', '1', '89']
52 ['9', '1', '89']
53 ['9', '1', '89']
54 ['9', '1', '89']
55 ['9', '1', '89']
56 ['9', '1', '89']
57 ['9', '1', '89']
58 ['9', '1', '89']
69 ['9', '1', '2']
70 ['9', '1', '2']
71 ['9', '1', '2']
72 ['9', '1', '2']
73 ['9', '1', '2']
74 ['9', '1', '2']
75 ['9', '1', '2']
76 ['9', '1', '2']
77 ['9', '2', '0']
78 ['9', '2', '0']
79 ['9', '2', '0']
80 ['9', '2', '0']
81 ['9', '2', '0']
82 ['9', '2', '0']
83 ['9', '2', '0']
84 ['9', '2', '0']
85 ['9', '2', '0']
86 ['9', '2', '0']
87 ['9', '2', '0']
98 ['2', '0', '19']
99 ['2', '0', '19']
100 ['2', '0', '19']
101 ['2', '0', '19']
102 ['2', '0', '19']
103 ['2', '0', '19']
104 ['2', '0', '34']
105 ['2', '0', '34']
106 ['2', '0', '34']
107 ['2', '0', '34']
108 ['2', '0', '34']
109 ['2', '0', '34']
110 ['2', '0', '34']
111 ['2', '0', '34']
112 ['2', '0', '34']
113 ['2', '0', '34']
114 ['2', '0', '34']
125 ['2', '0', '59']
126 ['2', '0', '59']
127 ['2', '0', '59']
128 ['2', '0', '59']
129 ['2', '0', '59']
130 ['2', '0', '59']
131 ['2', '0', '59']
132 ['2', '0', '59']
133 ['2', '0', '59']
134 ['2', '0', '59']
145 ['2', '0', '114']
146 ['2', '0', '114']
147 ['2', '0', '114']
148 ['2', '0', '114']
149 ['2', '0', '114']
150 ['2', '0', '114']
151 ['2', '0', '114']
152 ['2', '0', '114']
153 ['0', '2', '72']
154 ['0', '2', '72']
155 ['0', '2', '70']
156 ['0', '2', '70']
157 ['0', '2', '9']
158 ['0', '2', '9']
159 ['0', '2', '9']
160 ['0', '2', '9']
161 ['0', '2', '9']
162 ['0', '2', '9']
163 ['0', '2', '9']
164 ['0', '2', '9']
165 ['0', '2', '9']
166 ['0', '2', '9']
167 ['0', '2', '9']
178 ['0', '2', '72']
179 ['0', '2', '72']
180 ['0', '2', '72']
181 ['0', '2', '72']
182 ['0', '2', '72']
183 ['0', '2', '72']
184 ['0', '2', '72']
185 ['0', '2', '72']
186 ['0', '2', '72']
187 ['0', '2', '72']
198 ['0', '2', '70']
199 ['0', '2', '70']
200 ['0', '2', '70']
201 ['0', '2', '70']
202 ['0', '2', '70']
203 ['0', '2', '70']
204 ['0', '2', '70']
205 ['0', '2', '70']
206 ['0', '2', '70']
207 ['0', '2', '70']
