0 ['10', '38', '78']
1 ['10', '38', '78']
2 ['103', '97', '70']
3 ['103', '97', '70']
4 ['103', '97', '70']
5 ['103', '97', '70']
6 ['103', '97', '70']
7 ['103', '97', '70']
8 ['103', '97', '70']
9 ['103', '97', '70']
10 ['103', '97', '70']
11 ['103', '97', '70']
12 ['103', '97', '70']
23 ['70', '105', '63']
24 ['70', '105', '63']
25 ['70', '105', '63']
26 ['70', '105', '63']
27 ['70', '105', '63']
28 ['70', '105', '63']
29 ['70', '105', '63']
30 ['70', '105', '63']
31 ['70', '105', '63']
32 ['70', '63', '89']
33 ['70', '63', '89']
34 ['70', '63', '89']
35 ['70', '63', '89']
36 ['70', '63', '89']
37 ['70', '89', '34']
38 ['70', '34', '26']
39 ['70', '34', '26']
40 ['70', '34', '26']
41 ['70', '34', '26']
42 ['70', '34', '26']
43 ['70', '34', '26']
44 ['70', '34', '26']
45 ['70', '34', '26']
46 ['70', '34', '26']
47 ['70', '34', '26']
48 ['70', '34', '26']
59 ['70', '34', '105']
60 ['70', '34', '0']
61 ['70', '34', '0']
62 ['70', '34', '0']
63 ['70', '34', '0']
64 ['70', '34', '0']
65 ['70', '34', '0']
66 ['70', '34', '0']
67 ['70', '34', '0']
68 ['70', '34', '0']
69 ['70', '34', '0']
70 ['70', '34', '0']
81 ['34', '0', '23']
82 ['34', '0', '23']
83 ['34', '0', '23']
84 ['34', '0', '23']
85 ['34', '0', '23']
86 ['34', '0', '23']
87 ['34', '0', '23']
88 ['34', '0', '23']
89 ['34', '0', '23']
90 ['34', '0', '23']
101 ['34', '0', '70']
102 ['34', '0', '70']
103 ['34', '0', '70']
104 ['34', '0', '70']
105 ['34', '0', '70']
106 ['34', '0', '70']
107 ['34', '0', '93']
108 ['34', '0', '93']
109 ['34', '0', '93']
110 ['34', '0', '93']
111 ['34', '0', '93']
112 ['34', '0', '93']
113 ['34', '0', '93']
114 ['34', '0', '93']
115 ['34', '0', '93']
116 ['34', '0', '93']
117 ['34', '0', '93']
128 ['34', '0', '49']
129 ['34', '0', '49']
130 ['34', '0', '49']
131 ['34', '0', '49']
132 ['34', '0', '49']
133 ['34', '0', '49']
134 ['34', '0', '49']
135 ['34', '0', '49']
136 ['34', '0', '49']
137 ['34', '0', '49']
148 ['34', '0', '9']
149 ['34', '0', '9']
150 ['34', '0', '9']
151 ['34', '0', '9']
152 ['34', '0', '9']
153 ['34', '0', '9']
154 ['34', '0', '9']
155 ['34', '0', '9']
156 ['34', '0', '9']
157 ['34', '0', '9']
168 ['0', '9', '2']
169 ['0', '9', '2']
170 ['0', '9', '2']
171 ['0', '9', '2']
172 ['0', '9', '2']
173 ['0', '9', '2']
174 ['0', '9', '2']
175 ['0', '9', '2']
176 ['0', '9', '2']
177 ['0', '9', '2']
188 ['2', '0', '15']
189 ['2', '0', '15']
190 ['2', '0', '15']
191 ['2', '0', '72']
192 ['2', '0', '72']
193 ['2', '0', '72']
194 ['2', '0', '72']
195 ['2', '0', '72']
196 ['2', '0', '72']
197 ['2', '0', '72']
198 ['2', '0', '72']
199 ['2', '0', '72']
200 ['2', '0', '72']
201 ['2', '0', '72']
212 ['2', '0', '70']
213 ['2', '0', '70']
214 ['2', '0', '70']
215 ['2', '0', '70']
216 ['2', '0', '70']
217 ['2', '0', '70']
218 ['2', '0', '70']
219 ['2', '0', '70']
220 ['2', '0', '70']
221 ['2', '0', '70']
232 ['2', '0', '49']
233 ['2', '0', '49']
234 ['2', '0', '49']
235 ['2', '0', '49']
236 ['2', '0', '49']
237 ['2', '0', '49']
238 ['2', '0', '49']
239 ['2', '0', '49']
240 ['2', '0', '49']
241 ['2', '0', '72']
242 ['2', '0', '72']
243 ['2', '0', '72']
244 ['2', '0', '72']
245 ['2', '0', '72']
246 ['2', '0', '72']
247 ['2', '0', '72']
248 ['2', '0', '72']
249 ['2', '0', '72']
250 ['2', '0', '72']
251 ['2', '0', '72']
262 ['2', '0', '68']
263 ['2', '0', '68']
264 ['2', '0', '68']
265 ['2', '0', '68']
266 ['2', '0', '68']
267 ['2', '0', '68']
268 ['2', '0', '68']
269 ['2', '0', '68']
270 ['2', '0', '68']
271 ['2', '0', '68']
282 ['2', '0', '9']
283 ['2', '0', '9']
284 ['2', '0', '9']
285 ['2', '0', '9']
286 ['2', '0', '9']
287 ['2', '0', '9']
288 ['2', '0', '9']
289 ['2', '0', '9']
290 ['2', '0', '9']
291 ['2', '0', '9']
302 ['2', '0', '9']
303 ['2', '0', '9']
304 ['2', '0', '9']
305 ['2', '0', '9']
306 ['2', '0', '9']
307 ['2', '0', '9']
308 ['2', '0', '9']
309 ['2', '0', '9']
310 ['2', '0', '9']
311 ['2', '0', '9']
322 ['2', '0', '72']
323 ['2', '0', '72']
324 ['2', '0', '72']
325 ['2', '0', '72']
326 ['2', '0', '72']
327 ['2', '0', '72']
328 ['2', '0', '72']
329 ['2', '0', '72']
330 ['2', '0', '72']
331 ['2', '0', '72']
342 ['0', '2', '34']
343 ['0', '2', '34']
344 ['0', '2', '34']
345 ['0', '2', '34']
346 ['0', '2', '34']
347 ['0', '2', '34']
348 ['0', '2', '34']
349 ['0', '2', '34']
350 ['0', '2', '34']
351 ['0', '2', '34']
362 ['0', '2', '72']
363 ['0', '2', '72']
364 ['0', '2', '72']
365 ['0', '2', '72']
366 ['0', '2', '72']
367 ['0', '2', '72']
368 ['0', '2', '72']
369 ['0', '2', '72']
370 ['0', '2', '72']
371 ['0', '2', '72']
382 ['0', '2', '67']
383 ['0', '2', '67']
384 ['0', '2', '67']
385 ['0', '2', '67']
386 ['0', '2', '67']
387 ['0', '2', '67']
388 ['0', '2', '67']
389 ['0', '2', '67']
390 ['0', '2', '67']
391 ['0', '2', '67']
402 ['0', '2', '57']
403 ['0', '2', '57']
404 ['0', '2', '57']
405 ['0', '2', '57']
406 ['0', '2', '57']
407 ['0', '2', '57']
408 ['0', '2', '57']
409 ['0', '2', '57']
410 ['0', '2', '57']
411 ['0', '2', '57']
422 ['0', '2', '34']
423 ['0', '2', '34']
424 ['0', '2', '34']
425 ['0', '2', '34']
426 ['0', '2', '34']
427 ['0', '2', '34']
428 ['0', '2', '34']
429 ['0', '2', '34']
430 ['0', '2', '34']
431 ['0', '2', '34']
442 ['0', '2', '78']
443 ['0', '2', '78']
444 ['0', '2', '78']
445 ['0', '2', '78']
446 ['0', '2', '78']
447 ['0', '2', '78']
448 ['0', '2', '78']
449 ['0', '2', '78']
450 ['0', '2', '78']
451 ['0', '2', '78']
462 ['0', '2', '81']
463 ['0', '2', '81']
464 ['0', '2', '81']
465 ['0', '2', '81']
466 ['0', '2', '81']
467 ['0', '2', '81']
468 ['2', '0', '70']
469 ['2', '0', '70']
470 ['2', '0', '70']
471 ['2', '0', '70']
472 ['2', '0', '70']
473 ['2', '0', '70']
474 ['2', '0', '70']
475 ['2', '0', '70']
476 ['2', '0', '70']
477 ['2', '0', '70']
478 ['2', '0', '70']
489 ['2', '0', '68']
490 ['2', '0', '68']
491 ['2', '0', '68']
492 ['2', '0', '68']
493 ['2', '0', '68']
494 ['2', '0', '68']
495 ['2', '0', '68']
