0 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '722', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '210', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '768', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '204', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '823', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33']
1 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '722', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '768', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '204', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '823', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131']
2 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '722', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '204', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '823', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802']
3 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '722', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '823', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884']
4 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '722', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624']
5 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '722', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624']
6 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '945', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428']
7 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '774', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224']
8 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '1030', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302']
9 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '744', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155']
10 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538']
11 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '1058', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538']
12 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '1028', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '556']
13 ['909', '127', '669', '94', '86', '314', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '556', '689']
14 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '813', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '556', '689', '1105']
15 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '54', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '556', '689', '1105', '847']
16 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '556', '689', '1105', '847', '182']
17 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '1059', '844', '96', '949', '1056', '175', '682', '1010', '59', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '556', '689', '1105', '847', '182']
18 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '972', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384']
19 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '935', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640']
20 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '660', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640', '782']
21 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640', '782', '484']
22 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '645', '401', '433', '128', '827', '642', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640', '782', '484']
23 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '401', '433', '128', '827', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1129', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640', '782', '484', '627', '1108']
24 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '401', '433', '128', '827', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1072', '843', '983', '33', '131', '802', '884', '624', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640', '782', '484', '627', '1108', '142']
25 ['909', '127', '669', '94', '86', '244', '761', '1089', '11', '1126', '700', '459', '892', '684', '395', '1017', '917', '371', '1106', '74', '958', '62', '107', '1152', '629', '333', '327', '3', '397', '533', '1153', '857', '992', '745', '451', '994', '494', '223', '1001', '1059', '844', '96', '949', '1056', '682', '1010', '59', '940', '320', '382', '609', '245', '639', '76', '679', '931', '809', '901', '1161', '1025', '167', '496', '454', '947', '573', '897', '416', '323', '401', '433', '128', '827', '364', '263', '203', '49', '18', '186', '858', '367', '149', '488', '213', '794', '729', '646', '411', '48', '286', '220', '276', '593', '757', '413', '1072', '843', '983', '33', '131', '802', '884', '428', '224', '302', '1155', '538', '689', '1105', '847', '182', '175', '384', '640', '782', '484', '627', '1108', '142', '1186']
