0 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '2229', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3559', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '3959', '4278', '999', '792', '4941', '3058', '1606', '2486', '4307', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '4965', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '3387', '2574', '1262', '2581', '2918', '2426', '1055', '321', '4712', '1684']
1 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '2229', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '3959', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '4965', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '3387', '2574', '1262', '2581', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460']
2 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '2229', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '3959', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '4965', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '1262', '2581', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344']
3 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '3959', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '4965', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '1262', '2581', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518']
4 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '3959', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '1262', '2581', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423']
5 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '3959', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '1262', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423', '630']
6 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1448', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '1262', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423', '630', '1538']
7 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '1262', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423', '630', '1538', '4596']
8 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423', '630', '1538', '4596', '3131']
9 ['1484', '3406', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '2500', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423', '630', '1538', '4596', '3131']
10 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '518', '4423', '630', '1538', '4596', '3131', '2500', '4184']
11 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
12 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
13 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
14 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
15 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
16 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
17 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
18 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
19 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
20 ['1484', '4202', '1584', '2563', '2310', '3300', '4959', '4427', '2445', '1690', '516', '2168', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756']
21 ['1584', '2563', '2310', '1690', '3093', '523', '1356', '4864', '623', '1058', '4776', '1625', '3380', '4697', '2805', '4630', '1309', '4889', '415', '98', '3365', '566', '1085', '4045', '4698', '69', '4962', '1070', '56', '2249', '1847', '1455', '1361', '3077', '991', '4716', '9', '4447', '1438', '4906', '2880', '902', '3876', '4080', '3240', '4106', '1596', '2182', '452', '2562', '330', '3393', '3775', '2427', '1713', '1360', '4154', '4559', '2191', '2909', '861', '982', '3575', '2205', '543', '1115', '3743', '4063', '478', '3812', '1156', '3417', '2008', '2475', '2898', '2153', '3124', '795', '1839', '1475', '4865', '828', '353', '2981', '817', '4278', '999', '792', '4941', '3058', '1606', '2486', '1403', '1652', '2706', '938', '3171', '4264', '1859', '1650', '2108', '4201', '1357', '1561', '1896', '4309', '4517', '1056', '924', '4221', '3539', '2225', '4226', '359', '4728', '784', '4833', '1884', '4013', '2655', '3509', '4557', '2062', '3319', '2574', '2918', '2426', '1055', '321', '4712', '1684', '3559', '1460', '2344', '4423', '630', '1538', '4596', '3131', '2500', '4184', '3756', '2850', '3482', '3888', '2827', '2641', '3213', '3511', '1267']
