0 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '975', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '717', '2911', '3941', '2581', '2580', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4161', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889']
1 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '975', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '717', '2911', '3941', '2581', '2580', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635']
2 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '717', '2911', '3941', '2581', '2580', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436']
3 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '2580', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395']
4 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
5 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
6 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
7 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
8 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
9 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
10 ['3555', '2480', '551', '460', '1402', '2516', '3890', '1014', '4642', '1695', '3194', '2933', '2611', '3297', '643', '4243', '4891', '4747', '1545', '138', '1344', '3414', '238', '984', '886', '1469', '2378', '868', '2720', '1536', '177', '798', '4752', '1088', '4884', '261', '3198', '4863', '4048', '2841', '2459', '700', '4592', '3209', '4131', '4623', '505', '911', '498', '51', '501', '428', '3420', '1993', '2911', '3941', '2581', '917', '2449', '4510', '2549', '4876', '4915', '2942', '870', '1694', '1529', '3274', '2651', '3924', '3265', '1957', '822', '3581', '3463', '1235', '1500', '4644', '2329', '3228', '729', '3481', '4500', '939', '4579', '1548', '3671', '2784', '2181', '913', '318', '68', '2886', '3154', '2810', '1339', '3144', '4835', '554', '583', '2064', '3952', '677', '2112', '2082', '3095', '3008', '3973', '4293', '2213', '2990', '3580', '1879', '376', '367', '4634', '685', '4348', '503', '2762', '2520', '4034', '2085', '3431', '3367', '1692', '4137', '553', '3361', '4926', '4296', '4362', '3050', '4674', '3032', '4254', '3428', '2921', '4349', '273', '4704', '2215', '727', '2652', '1056', '2889', '3635', '2436', '4395', '3336']
