0 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '2911', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '4636', '2538', '898', '2894', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '4059', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '4624', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '4761', '1688', '1358', '1854', '2', '102']
1 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '2911', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '4636', '2538', '898', '2894', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '4059', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '4624', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '4761', '1688', '1358', '1854', '2', '102']
2 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '2894', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '4059', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '4624', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '4761', '1688', '1358', '1854', '2', '102', '2911', '2811']
3 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '2894', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '4624', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '4761', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022']
4 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '2894', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '4761', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461']
5 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '2894', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461', '2859']
6 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '4260', '897', '3873', '3173', '4383', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461', '2859', '79']
7 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '4260', '897', '3873', '3173', '1905', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461', '2859', '79', '3773']
8 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '4260', '897', '3873', '3173', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '3396', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461', '2859', '79', '3773', '4177']
9 ['2747', '2239', '1495', '697', '3709', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '4260', '897', '3873', '3173', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461', '2859', '79', '3773', '4177', '771']
10 ['2747', '2239', '1495', '697', '2140', '2080', '4964', '642', '2066', '2088', '3779', '2384', '2458', '3843', '2756', '2568', '1443', '3763', '2149', '2839', '4381', '4131', '1511', '2543', '2475', '4284', '914', '4564', '4420', '2586', '669', '4990', '1224', '1800', '2447', '757', '132', '438', '2338', '562', '3537', '1262', '634', '1089', '4592', '47', '432', '2381', '3671', '894', '708', '1642', '465', '3600', '483', '2351', '1287', '2236', '4664', '2270', '2166', '167', '1514', '1190', '4620', '3071', '3391', '2967', '305', '3449', '3889', '4428', '4954', '1849', '2376', '3229', '1093', '3936', '4291', '3135', '932', '747', '3082', '3725', '3993', '3102', '3460', '3436', '881', '4496', '1216', '3928', '1635', '4878', '2538', '898', '4260', '897', '3873', '3173', '3700', '2693', '3014', '1241', '2545', '3870', '4505', '4738', '4704', '3021', '4887', '1099', '4696', '1989', '958', '4997', '442', '3679', '3862', '3859', '459', '3661', '359', '1985', '3491', '4764', '3473', '988', '502', '915', '2608', '375', '2114', '4932', '1717', '1688', '1358', '1854', '2', '102', '2911', '2811', '2022', '2461', '2859', '79', '3773', '4177', '771', '1947']
