0 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '3237', '4179', '4591', '1170', '2645', '4739', '1260', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '2652', '4041', '2724', '505', '2479', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '3852', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '1465', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501']
1 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '3237', '4179', '4591', '1170', '2645', '4739', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '2652', '4041', '2724', '505', '2479', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '3852', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '1465', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163']
2 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '3237', '4179', '4591', '1170', '2645', '4739', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '2652', '4041', '2724', '505', '2479', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '1465', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490']
3 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '3237', '4179', '4591', '1170', '2645', '4739', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '2652', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '1465', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936']
4 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '3237', '4179', '4591', '1170', '2645', '4739', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '1465', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936', '3156']
5 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '3237', '4179', '4591', '1170', '2645', '4739', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936', '3156', '2980']
6 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '4179', '4591', '1170', '2645', '4739', '361', '2664', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936', '3156', '2980', '1718']
7 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '4179', '4591', '1170', '2645', '4739', '361', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3956', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936', '3156', '2980', '1718', '617']
8 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '4179', '4591', '1170', '2645', '4739', '361', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '4683', '477', '1346', '3681', '1870', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936', '3156', '2980', '1718', '617', '4338']
9 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '4179', '4591', '1170', '2645', '4739', '361', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '477', '1346', '3681', '1870', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '2506', '1551', '3460', '501', '2163', '3490', '1936', '3156', '2980', '1718', '617', '4338', '4976']
10 ['1314', '4959', '46', '3384', '3463', '1408', '2503', '1890', '4179', '4591', '1170', '2645', '4739', '361', '2021', '693', '1635', '2166', '4898', '70', '2550', '2347', '2567', '3334', '1609', '1377', '312', '3263', '3782', '4130', '2294', '984', '541', '168', '2168', '2100', '513', '1002', '4159', '91', '2045', '1123', '4487', '4337', '3278', '3503', '3539', '3679', '4538', '2046', '1443', '4041', '2724', '505', '1133', '342', '3074', '1564', '2423', '3102', '3017', '4671', '110', '1363', '2770', '549', '695', '4024', '1499', '1200', '358', '12', '3745', '2778', '2137', '766', '350', '2130', '3911', '2947', '856', '2624', '2627', '829', '4697', '1710', '4288', '2782', '648', '3257', '3111', '1392', '328', '2193', '3836', '3321', '208', '2150', '3708', '1089', '960', '2605', '4357', '3678', '393', '1394', '1271', '1472', '4106', '3556', '3325', '3848', '1095', '4012', '2870', '4421', '988', '1237', '192', '999', '2913', '1559', '1493', '816', '2456', '477', '1346', '3681', '1870', '3472', '1541', '1120', '2757', '3221', '3450', '154', '3251', '1551', '3460', '501', '2163', '3490', '1936', '3156', '2980', '1718', '617', '4338', '4976', '1216']
