0 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
1 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
2 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
3 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
4 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
5 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
6 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
7 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
8 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
9 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
10 ['213', '0', '216', '192', '223', '50', '180', '15', '308', '24', '295', '262', '199', '245', '147']
21 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
22 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
23 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
24 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
25 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
26 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
27 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
28 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
29 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
30 ['216', '24', '245', '201', '192', '308', '253', '278', '319', '174', '134', '141', '51', '215', '92']
41 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
42 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
43 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
44 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
45 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
46 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
47 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
48 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
49 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
50 ['216', '24', '278', '92', '234', '186', '50', '246', '191', '40', '85', '26', '45', '64', '275']
61 ['216', '278', '92', '45', '275', '24', '304', '136', '162', '137', '256', '132', '107', '191', '279']
62 ['216', '278', '92', '45', '275', '24', '304', '136', '162', '137', '256', '132', '107', '191', '279']
63 ['216', '278', '92', '45', '275', '24', '304', '136', '162', '137', '256', '132', '107', '191', '279']
64 ['216', '278', '92', '45', '275', '24', '304', '136', '162', '137', '256', '132', '107', '191', '279']
65 ['216', '278', '92', '45', '275', '24', '304', '136', '162', '137', '256', '132', '107', '191', '279']
66 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
67 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
68 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
69 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
70 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
71 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
72 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
73 ['216', '278', '92', '45', '275', '24', '162', '137', '256', '132', '107', '191', '279', '116', '269']
74 ['216', '278', '92', '45', '275', '24', '132', '279', '116', '269', '177', '223', '108', '109', '112']
75 ['216', '278', '92', '45', '275', '24', '132', '279', '116', '269', '177', '223', '108', '109', '112']
76 ['216', '278', '92', '45', '275', '24', '132', '279', '116', '269', '177', '223', '108', '109', '112']
77 ['216', '278', '92', '275', '24', '132', '279', '116', '269', '177', '108', '109', '112', '45', '152']
78 ['216', '278', '92', '275', '24', '132', '279', '269', '177', '108', '109', '112', '45', '152', '105']
79 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
80 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
81 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
82 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
83 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
84 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
85 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
86 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
87 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
88 ['216', '278', '92', '275', '24', '132', '279', '269', '108', '109', '112', '45', '152', '105', '239']
89 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
90 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
91 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
92 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
93 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
94 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
95 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
96 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
97 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
98 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '93', '7', '43']
99 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
100 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
101 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
102 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
103 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
104 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
105 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
106 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
107 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
108 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
109 ['216', '278', '92', '275', '24', '132', '279', '269', '112', '105', '239', '45', '43', '222', '255']
120 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
121 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
122 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
123 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
124 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
125 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
126 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
127 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
128 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
129 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
130 ['216', '278', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117']
141 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
142 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
143 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
144 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
145 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
146 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
147 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
148 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
149 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
150 ['216', '92', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36']
161 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
162 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
163 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
164 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
165 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
166 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
167 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
168 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '89']
169 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
170 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
171 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
172 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
173 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
174 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
175 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
176 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
177 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
178 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
179 ['216', '275', '24', '279', '112', '105', '239', '45', '43', '255', '132', '229', '117', '36', '123']
190 ['216', '275', '24', '279', '112', '239', '45', '43', '255', '132', '229', '117', '36', '123', '313']
191 ['216', '275', '24', '279', '112', '239', '45', '43', '255', '132', '229', '117', '36', '123', '313']
192 ['216', '275', '24', '279', '112', '239', '45', '43', '255', '132', '229', '117', '36', '123', '313']
193 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '43', '106']
194 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
195 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
196 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
197 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
198 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
199 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
200 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
201 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
202 ['216', '275', '24', '279', '112', '239', '45', '255', '132', '229', '117', '123', '36', '106', '280']
203 ['216', '275', '24', '279', '112', '239', '45', '132', '229', '117', '123', '36', '106', '280', '207']
204 ['216', '275', '24', '279', '112', '239', '45', '132', '229', '117', '123', '36', '106', '280', '207']
205 ['216', '275', '24', '279', '112', '239', '45', '132', '229', '117', '123', '36', '106', '280', '207']
206 ['216', '275', '24', '279', '112', '239', '45', '132', '229', '117', '123', '36', '106', '280', '207']
207 ['216', '275', '24', '279', '112', '239', '45', '132', '229', '117', '123', '36', '106', '280', '207']
208 ['216', '275', '24', '279', '112', '239', '45', '132', '229', '117', '123', '36', '106', '280', '207']
