0 ['292', '14', '16', '5', '468', '346', '253', '467', '82', '393', '155', '358', '166', '49', '385', '327', '413', '487', '190', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356']
1 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '358', '166', '49', '385', '327', '413', '487', '190', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104']
2 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '166', '49', '385', '327', '413', '487', '190', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293']
3 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '49', '385', '327', '413', '487', '190', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143']
4 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '49', '385', '327', '413', '190', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215']
5 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '49', '385', '327', '413', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215', '150']
6 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '49', '385', '413', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215', '150', '239']
7 ['292', '14', '16', '5', '468', '346', '253', '467', '393', '155', '385', '413', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215', '150', '239', '455']
8 ['292', '14', '16', '5', '468', '253', '467', '393', '155', '385', '413', '12', '287', '179', '499', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215', '150', '239', '455', '299']
9 ['292', '14', '16', '5', '468', '253', '467', '393', '155', '385', '413', '12', '287', '179', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215', '150', '239', '455', '299', '212']
10 ['292', '14', '16', '5', '468', '253', '467', '393', '155', '385', '413', '12', '287', '179', '78', '109', '85', '463', '349', '56', '323', '24', '387', '291', '225', '51', '163', '175', '267', '97', '279', '130', '50', '3', '79', '214', '149', '423', '369', '427', '356', '104', '293', '143', '215', '150', '239', '299', '212', '338']
