0 ['197', '129', '460', '61', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '133', '102', '119', '292', '42', '400', '186', '432', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128']
1 ['197', '129', '460', '61', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '133', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353']
2 ['197', '129', '460', '61', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '133', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353']
3 ['197', '61', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '133', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124']
4 ['197', '61', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184']
5 ['197', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184', '95']
6 ['197', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184', '95']
7 ['197', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184', '95']
8 ['197', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184', '95']
9 ['197', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184', '95']
10 ['197', '43', '374', '404', '314', '268', '370', '196', '142', '386', '311', '414', '419', '275', '102', '119', '292', '42', '400', '186', '472', '71', '121', '192', '452', '69', '180', '473', '178', '70', '170', '447', '316', '309', '167', '307', '131', '461', '256', '113', '59', '232', '182', '303', '128', '353', '271', '124', '184', '95']
