0 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '468', '289', '110', '118', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '252', '488', '291', '58', '81', '357', '130', '400', '85', '486', '136', '409', '329', '317', '45', '64', '125', '48', '4', '410', '301', '25', '498']
1 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '118', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '252', '488', '291', '58', '81', '357', '130', '400', '85', '486', '136', '409', '329', '317', '45', '64', '125', '48', '4', '410', '301', '25', '498', '281']
2 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '118', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '488', '291', '58', '81', '357', '130', '400', '85', '486', '136', '409', '329', '317', '45', '64', '125', '48', '4', '410', '301', '25', '498', '281', '369']
3 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '118', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '488', '291', '58', '81', '357', '130', '400', '85', '486', '136', '409', '329', '317', '45', '64', '125', '48', '4', '410', '301', '25', '498', '281', '369']
4 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '118', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '488', '291', '58', '81', '357', '130', '400', '85', '486', '136', '409', '329', '317', '45', '64', '125', '48', '4', '410', '301', '25', '498', '281', '369']
5 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '125', '48', '4', '410', '301', '25', '498', '281', '369', '125', '118', '273']
6 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '378', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '369', '125', '118', '273', '171']
7 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '369', '125', '118', '273', '171', '268']
8 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336']
9 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336']
10 ['326', '330', '179', '406', '57', '490', '302', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336']
11 ['326', '330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134']
12 ['326', '330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134']
13 ['330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134', '69']
14 ['330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134', '69']
15 ['330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134', '69']
16 ['330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134', '69']
17 ['330', '406', '57', '490', '417', '94', '83', '289', '110', '394', '208', '80', '429', '467', '309', '142', '186', '229', '103', '271', '53', '488', '291', '58', '81', '357', '130', '486', '136', '409', '329', '317', '45', '64', '48', '4', '410', '301', '25', '498', '281', '125', '118', '273', '171', '268', '336', '179', '134', '69']
