0 ['286', '226', '466', '30', '322', '302', '357', '140', '12', '246', '360', '301', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '272', '113', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424']
1 ['286', '226', '466', '30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '272', '113', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253']
2 ['286', '226', '466', '30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '272', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363']
3 ['226', '466', '30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '272', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72']
4 ['226', '466', '30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '272', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72']
5 ['30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '272', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72', '260', '9']
6 ['30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72', '260', '9', '239']
7 ['30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72', '260', '9', '239']
8 ['30', '322', '302', '357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72', '260', '9', '239']
9 ['357', '140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72', '260', '9', '239', '347', '63', '153']
10 ['140', '12', '246', '360', '303', '213', '128', '349', '428', '267', '48', '453', '171', '75', '205', '34', '410', '362', '405', '326', '382', '89', '336', '391', '156', '224', '351', '252', '119', '337', '388', '379', '353', '42', '338', '68', '495', '31', '408', '424', '253', '363', '72', '260', '9', '239', '347', '63', '153', '112']
