0 ['62', '60', '436', '54', '82', '224', '294', '374', '206', '399', '458', '213', '283', '42', '486', '171', '312', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '490', '454', '345', '429', '258', '359']
1 ['62', '60', '436', '54', '82', '224', '294', '374', '206', '399', '458', '213', '283', '42', '486', '171', '312', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '490', '345', '429', '258', '359', '378']
2 ['62', '60', '436', '54', '82', '224', '294', '374', '206', '399', '458', '213', '283', '42', '486', '171', '312', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290']
3 ['62', '60', '436', '54', '82', '224', '294', '374', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329']
4 ['62', '60', '436', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406']
5 ['60', '436', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406', '401']
6 ['60', '436', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '127', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406', '401']
7 ['60', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406', '401', '436', '358']
8 ['60', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406', '401', '436', '358']
9 ['60', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406', '401', '436', '358']
10 ['60', '54', '82', '224', '294', '206', '399', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '406', '401', '436', '358']
11 ['60', '54', '224', '206', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341']
12 ['60', '54', '224', '206', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341']
13 ['60', '54', '224', '206', '458', '213', '283', '42', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341']
14 ['60', '54', '224', '206', '458', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '376', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8']
15 ['60', '54', '224', '206', '458', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316']
16 ['60', '54', '224', '206', '458', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316']
17 ['60', '54', '224', '206', '458', '486', '171', '395', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316']
18 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
19 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
20 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
21 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
22 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
23 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
24 ['60', '54', '224', '206', '458', '241', '200', '330', '164', '287', '73', '178', '56', '305', '88', '393', '325', '20', '223', '169', '24', '243', '173', '134', '146', '130', '334', '138', '268', '345', '429', '258', '359', '378', '290', '329', '401', '436', '358', '405', '406', '75', '341', '300', '203', '8', '316', '311', '387', '103']
