0 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '190', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '447', '36', '8', '251', '369', '370', '358', '142', '60', '453', '29', '385', '381', '213', '194', '493', '355', '263', '422', '170', '184', '479', '109', '176', '223', '353', '226', '345']
1 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '447', '36', '8', '251', '369', '370', '358', '142', '60', '453', '29', '385', '381', '213', '194', '493', '355', '263', '422', '170', '184', '479', '109', '176', '223', '353', '226', '345', '442']
2 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '142', '60', '453', '29', '385', '381', '213', '194', '493', '355', '263', '422', '170', '184', '479', '109', '176', '223', '353', '226', '345', '442', '47']
3 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '263', '422', '170', '184', '479', '109', '176', '223', '353', '226', '345', '442', '47', '384']
4 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '479', '109', '176', '223', '353', '226', '345', '442', '47', '384', '319']
5 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '353', '226', '345', '442', '47', '384', '319', '196']
6 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82']
7 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82']
8 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '494', '132', '270', '268', '46', '245', '408', '36', '8', '251', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82']
9 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344']
10 ['377', '175', '76', '160', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344']
11 ['175', '76', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7']
12 ['175', '76', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7']
13 ['175', '76', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7']
14 ['175', '76', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7']
15 ['175', '76', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7']
16 ['175', '76', '57', '148', '300', '250', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7']
17 ['175', '76', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199']
18 ['175', '76', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199']
19 ['175', '76', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199']
20 ['175', '76', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199']
21 ['175', '76', '101', '387', '305', '96', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199']
22 ['175', '76', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242']
23 ['175', '76', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242']
24 ['175', '76', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242']
25 ['175', '76', '123', '347', '270', '268', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242']
26 ['175', '76', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '385', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31']
27 ['175', '76', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150']
28 ['175', '76', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150']
29 ['175', '76', '46', '245', '408', '36', '8', '369', '370', '358', '60', '453', '29', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150']
30 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '493', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167']
31 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
32 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
33 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
34 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
35 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
36 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
37 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
38 ['175', '76', '245', '36', '8', '369', '358', '60', '453', '29', '381', '213', '194', '355', '422', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264']
39 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
40 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
41 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
42 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
43 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
44 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
45 ['175', '76', '245', '36', '8', '60', '29', '381', '194', '355', '170', '184', '109', '176', '223', '226', '345', '442', '47', '384', '319', '196', '82', '494', '251', '344', '168', '7', '373', '468', '409', '199', '491', '342', '430', '242', '451', '482', '471', '31', '150', '260', '436', '167', '264', '422', '213', '118', '281', '423']
