0 ['379', '1103', '2193', '2020', '1734', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '2183', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '1613', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398']
1 ['379', '1103', '2193', '2020', '1734', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '2183', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456']
2 ['379', '2193', '2020', '1734', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '2183', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577']
3 ['379', '2193', '2020', '1734', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937']
4 ['379', '2193', '2020', '1734', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937']
5 ['379', '2193', '2020', '1734', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937']
6 ['379', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937', '1861', '1154', '985']
7 ['379', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937', '1861', '1154', '985']
8 ['379', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937', '1861', '1154', '985']
9 ['379', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937', '1861', '1154', '985']
10 ['379', '794', '939', '369', '1201', '1834', '349', '2267', '211', '1006', '1334', '625', '509', '2167', '1960', '442', '501', '2027', '1868', '1982', '964', '965', '1077', '1970', '36', '340', '1004', '1303', '326', '1692', '360', '1784', '262', '823', '413', '537', '670', '1459', '1212', '503', '2141', '2333', '1029', '1769', '1190', '761', '33', '1625', '1487', '1568', '419', '2095', '1989', '2342', '2221', '1314', '1279', '2024', '441', '204', '456', '19', '1427', '3', '1099', '2310', '2006', '1952', '1179', '1527', '1603', '749', '280', '1374', '44', '1520', '2264', '394', '2243', '440', '518', '1792', '265', '732', '2079', '1824', '630', '1197', '1473', '1715', '634', '243', '1337', '1440', '1855', '673', '1478', '407', '323', '842', '645', '1054', '1304', '498', '1115', '1100', '95', '890', '252', '1032', '922', '2240', '530', '1432', '947', '974', '2142', '1415', '2194', '1221', '983', '429', '949', '901', '393', '224', '275', '878', '663', '1447', '1565', '1511', '432', '60', '611', '1313', '73', '1016', '100', '1477', '604', '2128', '1216', '2104', '2091', '34', '284', '1534', '1859', '1918', '333', '99', '898', '2244', '1386', '331', '1202', '1147', '2205', '2270', '883', '52', '638', '172', '1652', '1860', '859', '335', '1433', '85', '1360', '485', '1673', '675', '2074', '1911', '181', '1733', '38', '2185', '1260', '1539', '745', '1626', '84', '1510', '53', '2035', '1199', '2123', '2308', '1645', '2140', '398', '1456', '577', '1937', '1861', '1154', '985']
