0 ['1467', '1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1154', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998']
1 ['1467', '1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300']
2 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
3 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
4 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
5 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
6 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
7 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
8 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
9 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
10 ['1148', '304', '1300', '1430', '2225', '580', '167', '1672', '1655', '1601', '1510', '1129', '326', '1794', '2420', '674', '2047', '577', '1420', '804', '1861', '82', '504', '2045', '2015', '335', '945', '282', '984', '337', '460', '97', '1659', '2445', '1729', '1263', '109', '846', '1959', '2285', '1935', '2082', '1664', '90', '1920', '1761', '277', '1329', '1834', '2095', '1656', '1520', '249', '2044', '459', '1517', '2312', '1193', '990', '793', '1303', '1425', '1102', '2338', '665', '2498', '1410', '771', '1379', '1499', '592', '828', '814', '1057', '1581', '801', '1391', '596', '1414', '1309', '1165', '2313', '637', '2387', '1213', '1963', '41', '1578', '1187', '560', '2274', '520', '1786', '1886', '1316', '959', '1439', '998', '2300', '616']
