0 ['904', '2011', '1328', '1902', '652', '2318', '577', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '285', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '2486', '197', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2405', '2211', '977', '2176', '1698', '2071', '619', '840', '772', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510']
1 ['904', '2011', '1328', '1902', '652', '2318', '577', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '285', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '197', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2405', '2211', '977', '2176', '1698', '2071', '619', '840', '772', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478']
2 ['904', '2011', '1328', '1902', '652', '2318', '577', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '285', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '197', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2405', '2211', '977', '2176', '1698', '2071', '619', '840', '772', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478']
3 ['904', '2011', '1328', '1902', '652', '2318', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '285', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '197', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2405', '2211', '977', '2176', '1698', '2071', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266']
4 ['904', '2011', '1328', '1902', '652', '2318', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '285', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '197', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2405', '2211', '977', '2176', '1698', '2071', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266']
5 ['904', '2011', '1328', '1902', '652', '2318', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2405', '2211', '977', '2176', '1698', '2071', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266', '197', '1463']
6 ['904', '2011', '1328', '1902', '652', '2318', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2211', '977', '2176', '1698', '2071', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266', '197', '1463', '2113']
7 ['904', '2011', '1328', '1902', '652', '2318', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2211', '977', '2176', '1698', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266', '197', '1463', '2113', '1765']
8 ['904', '2011', '1328', '1902', '652', '2318', '2100', '894', '948', '531', '525', '1405', '2009', '893', '1370', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2211', '977', '2176', '1698', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266', '197', '1463', '2113', '1765']
9 ['904', '2011', '1328', '1902', '652', '2318', '894', '948', '531', '525', '1405', '2009', '893', '1370', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2211', '977', '2176', '1698', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '2031', '1003', '510', '478', '577', '266', '197', '1463', '2113', '1765', '295']
10 ['904', '2011', '1328', '1902', '652', '2318', '894', '948', '531', '525', '1405', '2009', '893', '1370', '1892', '1248', '1280', '1429', '543', '780', '2136', '1183', '2378', '2209', '2112', '1798', '1268', '2300', '2218', '421', '842', '1699', '1657', '1457', '3', '1173', '1442', '816', '1777', '1750', '187', '2057', '1355', '404', '1171', '2153', '1794', '1252', '966', '292', '2211', '977', '2176', '1698', '619', '840', '513', '1046', '1787', '2166', '640', '1501', '144', '2337', '1628', '795', '1083', '1903', '124', '1744', '268', '465', '1466', '757', '2289', '1854', '1847', '171', '847', '368', '760', '2097', '922', '1224', '767', '319', '1063', '1860', '2138', '1003', '510', '478', '577', '266', '197', '1463', '2113', '1765', '295', '939']
